,name,timestamp,status,vibration_frequency,vibration_amplitude,bearing_temperature,motor_temperature,belt_load,torque,noise_levels,current_and_voltage,hydraulic_pressure,belt_thickness,roller_condition
1234,Conveyor Belt 4,2025-08-27 20:30:00,Running,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.63949999999998,69.34000000000282
1235,Conveyor Belt 4,2025-08-27 20:45:00,Running,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.63924999999998,69.26700000000282
1236,Conveyor Belt 4,2025-08-27 21:00:00,Running,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.63899999999998,69.19400000000283
1237,Conveyor Belt 4,2025-08-27 21:15:00,Running,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.63874999999998,69.12100000000284
1238,Conveyor Belt 4,2025-08-27 21:30:00,Running,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.638499999999979,69.04800000000284
1239,Conveyor Belt 4,2025-08-27 21:45:00,Running,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.638249999999979,68.97500000000285
1240,Conveyor Belt 4,2025-08-27 22:00:00,Running,1490.69,0.05,75.089,94.3,1.16,311.37,65.0,14.79,379.97,1.637999999999979,68.90200000000286
1241,Conveyor Belt 4,2025-08-27 22:15:00,Running,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.637749999999979,68.82900000000286
1242,Conveyor Belt 4,2025-08-27 22:30:00,Running,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.637499999999979,68.75600000000287
1243,Conveyor Belt 4,2025-08-27 22:45:00,Running,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.637249999999979,68.68300000000288
1244,Conveyor Belt 4,2025-08-27 23:00:00,Running,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377.0,1.636999999999979,68.61000000000288
1245,Conveyor Belt 4,2025-08-27 23:15:00,Running,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.636749999999979,68.53700000000289
1246,Conveyor Belt 4,2025-08-27 23:30:00,Running,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.636499999999979,68.4640000000029
1247,Conveyor Belt 4,2025-08-27 23:45:00,Running,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.636249999999979,68.3910000000029
1248,Conveyor Belt 4,2025-08-28 00:00:00,Running,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.635999999999979,68.31800000000291
1249,Conveyor Belt 4,2025-08-28 00:15:00,Running,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.635749999999978,68.24500000000292
1250,Conveyor Belt 4,2025-08-28 00:30:00,Running,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.635499999999978,68.17200000000292
1251,Conveyor Belt 4,2025-08-28 00:45:00,Running,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.635249999999978,68.09900000000293
1252,Conveyor Belt 4,2025-08-28 01:00:00,Running,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.634999999999978,68.02600000000294
1253,Conveyor Belt 4,2025-08-28 01:15:00,Running,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.634749999999978,67.95300000000294
1254,Conveyor Belt 4,2025-08-28 01:30:00,Running,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.634499999999978,67.88000000000295
1255,Conveyor Belt 4,2025-08-28 01:45:00,Running,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.634249999999978,67.80700000000296
1256,Conveyor Belt 4,2025-08-28 02:00:00,Running,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.633999999999978,67.73400000000296
1257,Conveyor Belt 4,2025-08-28 02:15:00,Running,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.633749999999978,67.66100000000297
1258,Conveyor Belt 4,2025-08-28 02:30:00,Running,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.633499999999978,67.58800000000298
1259,Conveyor Belt 4,2025-08-28 02:45:00,Running,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.633249999999978,67.51500000000298
1260,Conveyor Belt 4,2025-08-28 03:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1261,Conveyor Belt 4,2025-08-28 03:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1262,Conveyor Belt 4,2025-08-28 03:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1263,Conveyor Belt 4,2025-08-28 03:45:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1264,Conveyor Belt 4,2025-08-28 04:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1265,Conveyor Belt 4,2025-08-28 04:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1266,Conveyor Belt 4,2025-08-28 04:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.633249999999978,100.0
1267,Conveyor Belt 4,2025-08-28 04:45:00,Running,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.632999999999978,99.927
1268,Conveyor Belt 4,2025-08-28 05:00:00,Running,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.632749999999977,99.85400000000001
1269,Conveyor Belt 4,2025-08-28 05:15:00,Running,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.632499999999977,99.78100000000002
1270,Conveyor Belt 4,2025-08-28 05:30:00,Running,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.632249999999977,99.70800000000003
1271,Conveyor Belt 4,2025-08-28 05:45:00,Running,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.631999999999977,99.63500000000003
1272,Conveyor Belt 4,2025-08-28 06:00:00,Running,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.631749999999977,99.56200000000004
1273,Conveyor Belt 4,2025-08-28 06:15:00,Running,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.631499999999977,99.48900000000005
1274,Conveyor Belt 4,2025-08-28 06:30:00,Running,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.631249999999977,99.41600000000005
1275,Conveyor Belt 4,2025-08-28 06:45:00,Running,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378.0,1.630999999999977,99.34300000000006
1276,Conveyor Belt 4,2025-08-28 07:00:00,Running,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.630749999999977,99.27000000000007
1277,Conveyor Belt 4,2025-08-28 07:15:00,Running,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.630499999999977,99.19700000000007
1278,Conveyor Belt 4,2025-08-28 07:30:00,Running,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.630249999999977,99.12400000000008
1279,Conveyor Belt 4,2025-08-28 07:45:00,Running,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.629999999999977,99.05100000000009
1280,Conveyor Belt 4,2025-08-28 08:00:00,Running,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.629749999999976,98.9780000000001
1281,Conveyor Belt 4,2025-08-28 08:15:00,Running,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.629499999999976,98.9050000000001
1282,Conveyor Belt 4,2025-08-28 08:30:00,Running,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.629249999999976,98.83200000000011
1283,Conveyor Belt 4,2025-08-28 08:45:00,Running,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.628999999999976,98.75900000000011
1284,Conveyor Belt 4,2025-08-28 09:00:00,Running,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.628749999999976,98.68600000000012
1285,Conveyor Belt 4,2025-08-28 09:15:00,Running,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.628499999999976,98.61300000000013
1286,Conveyor Belt 4,2025-08-28 09:30:00,Running,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.628249999999976,98.54000000000013
1287,Conveyor Belt 4,2025-08-28 09:45:00,Running,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.627999999999976,98.46700000000014
1288,Conveyor Belt 4,2025-08-28 10:00:00,Running,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.627749999999976,98.39400000000015
1289,Conveyor Belt 4,2025-08-28 10:15:00,Running,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.627499999999976,98.32100000000015
1290,Conveyor Belt 4,2025-08-28 10:30:00,Running,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.627249999999976,98.24800000000016
1291,Conveyor Belt 4,2025-08-28 10:45:00,Running,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.626999999999976,98.17500000000017
1292,Conveyor Belt 4,2025-08-28 11:00:00,Running,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.626749999999975,98.10200000000017
1293,Conveyor Belt 4,2025-08-28 11:15:00,Running,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.626499999999975,98.02900000000018
1294,Conveyor Belt 4,2025-08-28 11:30:00,Running,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.626249999999975,97.95600000000019
1295,Conveyor Belt 4,2025-08-28 11:45:00,Running,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.625999999999975,97.8830000000002
1296,Conveyor Belt 4,2025-08-28 12:00:00,Running,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.625749999999975,97.8100000000002
1297,Conveyor Belt 4,2025-08-28 12:15:00,Running,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.625499999999975,97.73700000000021
1298,Conveyor Belt 4,2025-08-28 12:30:00,Running,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.625249999999975,97.66400000000021
1299,Conveyor Belt 4,2025-08-28 12:45:00,Running,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.624999999999975,97.59100000000022
1300,Conveyor Belt 4,2025-08-28 13:00:00,Running,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.624749999999975,97.51800000000023
1301,Conveyor Belt 4,2025-08-28 13:15:00,Running,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.624499999999975,97.44500000000023
1302,Conveyor Belt 4,2025-08-28 13:30:00,Running,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.624249999999975,97.37200000000024
1303,Conveyor Belt 4,2025-08-28 13:45:00,Running,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.623999999999975,97.29900000000025
1304,Conveyor Belt 4,2025-08-28 14:00:00,Running,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16.0,377.9,1.623749999999974,97.22600000000025
1305,Conveyor Belt 4,2025-08-28 14:15:00,Running,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.623499999999974,97.15300000000026
1306,Conveyor Belt 4,2025-08-28 14:30:00,Running,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.623249999999974,97.08000000000027
1307,Conveyor Belt 4,2025-08-28 14:45:00,Running,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.622999999999974,97.00700000000028
1308,Conveyor Belt 4,2025-08-28 15:00:00,Running,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.622749999999974,96.93400000000028
1309,Conveyor Belt 4,2025-08-28 15:15:00,Running,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.622499999999974,96.86100000000029
1310,Conveyor Belt 4,2025-08-28 15:30:00,Running,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.622249999999974,96.7880000000003
1311,Conveyor Belt 4,2025-08-28 15:45:00,Running,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.621999999999974,96.7150000000003
1312,Conveyor Belt 4,2025-08-28 16:00:00,Running,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.621749999999974,96.64200000000031
1313,Conveyor Belt 4,2025-08-28 16:15:00,Running,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.621499999999974,96.56900000000032
1314,Conveyor Belt 4,2025-08-28 16:30:00,Running,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.621249999999974,96.49600000000032
1315,Conveyor Belt 4,2025-08-28 16:45:00,Running,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.620999999999974,96.42300000000033
1316,Conveyor Belt 4,2025-08-28 17:00:00,Running,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.620749999999973,96.35000000000034
1317,Conveyor Belt 4,2025-08-28 17:15:00,Running,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.620499999999973,96.27700000000034
1318,Conveyor Belt 4,2025-08-28 17:30:00,Running,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.62026999999997,96.20400000000035
1319,Conveyor Belt 4,2025-08-28 17:45:00,Running,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.619999999999973,96.13100000000036
1320,Conveyor Belt 4,2025-08-28 18:00:00,Running,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.619749999999973,96.05800000000036
1321,Conveyor Belt 4,2025-08-28 18:15:00,Running,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.619499999999973,95.98500000000037
1322,Conveyor Belt 4,2025-08-28 18:30:00,Running,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.619249999999973,95.91200000000038
1323,Conveyor Belt 4,2025-08-28 18:45:00,Running,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.618999999999973,95.83900000000038
1324,Conveyor Belt 4,2025-08-28 19:00:00,Running,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.618749999999973,95.76600000000039
1325,Conveyor Belt 4,2025-08-28 19:15:00,Running,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.618499999999973,95.6930000000004
1326,Conveyor Belt 4,2025-08-28 19:30:00,Running,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.618249999999973,95.6200000000004
1327,Conveyor Belt 4,2025-08-28 19:45:00,Running,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.617999999999973,95.54700000000041
1328,Conveyor Belt 4,2025-08-28 20:00:00,Running,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.617749999999972,95.47400000000042
1329,Conveyor Belt 4,2025-08-28 20:15:00,Running,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.617499999999972,95.40100000000042
1330,Conveyor Belt 4,2025-08-28 20:30:00,Running,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.617249999999972,95.32800000000043
1331,Conveyor Belt 4,2025-08-28 20:45:00,Running,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.616999999999972,95.25500000000044
1332,Conveyor Belt 4,2025-08-28 21:00:00,Running,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.616749999999972,95.18200000000044
1333,Conveyor Belt 4,2025-08-28 21:15:00,Running,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.616499999999972,95.10900000000045
1334,Conveyor Belt 4,2025-08-28 21:30:00,Running,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.616249999999972,95.03600000000046
1335,Conveyor Belt 4,2025-08-28 21:45:00,Running,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.615999999999972,94.96300000000046
1336,Conveyor Belt 4,2025-08-28 22:00:00,Running,1490.69,0.05,75.089,94.3,1.16,311.37,65.0,14.79,379.97,1.615749999999972,94.89000000000047
1337,Conveyor Belt 4,2025-08-28 22:15:00,Running,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.615499999999972,94.81700000000048
1338,Conveyor Belt 4,2025-08-28 22:30:00,Running,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.615249999999972,94.74400000000048
1339,Conveyor Belt 4,2025-08-28 22:45:00,Running,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.614999999999972,94.67100000000049
1340,Conveyor Belt 4,2025-08-28 23:00:00,Running,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377.0,1.614749999999971,94.5980000000005
1341,Conveyor Belt 4,2025-08-28 23:15:00,Running,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.614499999999971,94.5250000000005
1342,Conveyor Belt 4,2025-08-28 23:30:00,Running,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.614249999999971,94.45200000000051
1343,Conveyor Belt 4,2025-08-28 23:45:00,Running,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.613999999999971,94.37900000000052
1344,Conveyor Belt 4,2025-08-29 00:00:00,Running,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.613749999999971,94.30600000000052
1345,Conveyor Belt 4,2025-08-29 00:15:00,Running,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.613499999999971,94.23300000000053
1346,Conveyor Belt 4,2025-08-29 00:30:00,Running,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.613249999999971,94.16000000000054
1347,Conveyor Belt 4,2025-08-29 00:45:00,Running,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.612999999999971,94.08700000000054
1348,Conveyor Belt 4,2025-08-29 01:00:00,Running,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.612749999999971,94.01400000000055
1349,Conveyor Belt 4,2025-08-29 01:15:00,Running,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.612499999999971,93.94100000000056
1350,Conveyor Belt 4,2025-08-29 01:30:00,Running,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.612249999999971,93.86800000000056
1351,Conveyor Belt 4,2025-08-29 01:45:00,Running,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.611999999999971,93.79500000000057
1352,Conveyor Belt 4,2025-08-29 02:00:00,Running,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.61174999999997,93.72200000000058
1353,Conveyor Belt 4,2025-08-29 02:15:00,Running,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.61149999999997,93.64900000000058
1354,Conveyor Belt 4,2025-08-29 02:30:00,Running,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.61124999999997,93.57600000000059
1355,Conveyor Belt 4,2025-08-29 02:45:00,Running,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.61099999999997,93.5030000000006
1356,Conveyor Belt 4,2025-08-29 03:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1357,Conveyor Belt 4,2025-08-29 03:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1358,Conveyor Belt 4,2025-08-29 03:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1359,Conveyor Belt 4,2025-08-29 03:45:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1360,Conveyor Belt 4,2025-08-29 04:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1361,Conveyor Belt 4,2025-08-29 04:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1362,Conveyor Belt 4,2025-08-29 04:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.61099999999997,93.5030000000006
1363,Conveyor Belt 4,2025-08-29 04:45:00,Running,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.61074999999997,93.4300000000006
1364,Conveyor Belt 4,2025-08-29 05:00:00,Running,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.61049999999997,93.35700000000061
1365,Conveyor Belt 4,2025-08-29 05:15:00,Running,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.61024999999997,93.28400000000062
1366,Conveyor Belt 4,2025-08-29 05:30:00,Running,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.60999999999997,93.21100000000062
1367,Conveyor Belt 4,2025-08-29 05:45:00,Running,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.60974999999997,93.13800000000063
1368,Conveyor Belt 4,2025-08-29 06:00:00,Running,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.60949999999997,93.06500000000064
1369,Conveyor Belt 4,2025-08-29 06:15:00,Running,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.60924999999997,92.99200000000064
1370,Conveyor Belt 4,2025-08-29 06:30:00,Running,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.60899999999997,92.91900000000065
1371,Conveyor Belt 4,2025-08-29 06:45:00,Running,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378.0,1.608749999999969,92.84600000000066
1372,Conveyor Belt 4,2025-08-29 07:00:00,Running,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.608499999999969,92.77300000000066
1373,Conveyor Belt 4,2025-08-29 07:15:00,Running,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.608249999999969,92.70000000000067
1374,Conveyor Belt 4,2025-08-29 07:30:00,Running,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.607999999999969,92.62700000000068
1375,Conveyor Belt 4,2025-08-29 07:45:00,Running,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.607749999999969,92.55400000000068
1376,Conveyor Belt 4,2025-08-29 08:00:00,Running,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.607499999999969,92.48100000000069
1377,Conveyor Belt 4,2025-08-29 08:15:00,Running,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.607249999999969,92.4080000000007
1378,Conveyor Belt 4,2025-08-29 08:30:00,Running,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.606999999999969,92.3350000000007
1379,Conveyor Belt 4,2025-08-29 08:45:00,Running,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.606749999999969,92.26200000000071
1380,Conveyor Belt 4,2025-08-29 09:00:00,Running,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.606499999999969,92.18900000000072
1381,Conveyor Belt 4,2025-08-29 09:15:00,Running,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.606249999999969,92.11600000000072
1382,Conveyor Belt 4,2025-08-29 09:30:00,Running,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.605999999999969,92.04300000000073
1383,Conveyor Belt 4,2025-08-29 09:45:00,Running,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.605749999999968,91.97000000000074
1384,Conveyor Belt 4,2025-08-29 10:00:00,Running,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.605499999999968,91.89700000000074
1385,Conveyor Belt 4,2025-08-29 10:15:00,Running,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.605249999999968,91.82400000000075
1386,Conveyor Belt 4,2025-08-29 10:30:00,Running,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.604999999999968,91.75100000000076
1387,Conveyor Belt 4,2025-08-29 10:45:00,Running,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.604749999999968,91.67800000000076
1388,Conveyor Belt 4,2025-08-29 11:00:00,Running,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.604499999999968,91.60500000000077
1389,Conveyor Belt 4,2025-08-29 11:15:00,Running,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.604249999999968,91.53200000000078
1390,Conveyor Belt 4,2025-08-29 11:30:00,Running,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.603999999999968,91.45900000000078
1391,Conveyor Belt 4,2025-08-29 11:45:00,Running,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.603749999999968,91.38600000000079
1392,Conveyor Belt 4,2025-08-29 12:00:00,Running,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.603499999999968,91.3130000000008
1393,Conveyor Belt 4,2025-08-29 12:15:00,Running,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.603249999999968,91.2400000000008
1394,Conveyor Belt 4,2025-08-29 12:30:00,Running,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.602999999999968,91.16700000000081
1395,Conveyor Belt 4,2025-08-29 12:45:00,Running,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.602749999999967,91.09400000000082
1396,Conveyor Belt 4,2025-08-29 13:00:00,Running,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.602499999999967,91.02100000000083
1397,Conveyor Belt 4,2025-08-29 13:15:00,Running,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.602249999999967,90.94800000000083
1398,Conveyor Belt 4,2025-08-29 13:30:00,Running,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.601999999999967,90.87500000000084
1399,Conveyor Belt 4,2025-08-29 13:45:00,Running,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.601749999999967,90.80200000000085
1400,Conveyor Belt 4,2025-08-29 14:00:00,Running,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16.0,377.9,1.601499999999967,90.72900000000085
